;;;;;;;
Anexo I - FDCA Fundos Habilitados 2023;;;;;;;
;;;;;;;
N�;CNPJ;IBGE;UF;Munic�pio/Estado;Banco;Ag�ncia;Conta
1894;28143184000168;4100301;PR;Agudos do Sul;001;2266;00000000000000313424
1895;19095669000132;4100400;PR;Almirante Tamandar�;001;1265;00000000000000220469
1896;14670402000108;4100459;PR;Altamira do Paran�;104;1265;00000000000000001663
1897;17802625000170;4128625;PR;Alto Para�so;104;0570;00000000000000004692
1898;15021968000171;4100608;PR;Alto Paran�;001;1424;00000000000000178187
1899;26958613000120;4100707;PR;Alto Piquiri;001;1425;00000000000000165832
1900;28052275000198;4100509;PR;Alt�nia;001;1427;0000000000000019803X
1901;28756895000108;4100806;PR;Alvorada do Sul;001;1431;00000000000000150231
1902;12212110000104;4100905;PR;Amapor�;001;0381;00000000000000483885
1903;13164360000170;4101002;PR;Amp�re;001;1434;00000000000000184713
1904;28549950000199;4101051;PR;Anahy;001;1797;00000000000000215929
1905;12350861000189;4101101;PR;Andir�;001;0891;00000000000000196487
1906;27708276000185;4101150;PR;�ngulo;001;4027;00000000000000136778
1907;19588652000117;4101200;PR;Antonina;001;4719;00000000000000020141
1908;27545257000185;4101309;PR;Ant�nio Olinto;001;0655;00000000000000399639
1909;18463933000180;4101408;PR;Apucarana;001;0355;00000000000000906328
1910;13031538000105;4101507;PR;Arapongas;104;0380;00000000000000002212
1911;12601785000137;4101606;PR;Arapoti;001;1347;00000000000000196789
1912;21203688000187;4101655;PR;Arapu�;001;8570;00000000000000003859
1913;22960907000135;4101705;PR;Araruna;001;1465;00000000000000170623
1914;19040092000161;4101804;PR;Arauc�ria;001;1467;00000000000000480207
1915;24542057000180;4101853;PR;Ariranha do Iva�;001;0633;00000000000000419028
1916;18614841000154;4101903;PR;Assa�;104;0910;00000000000000002271
1917;12911187000164;4102000;PR;Assis Chateaubriand;001;0830;00000000000000261688
1918;13174034000144;4102109;PR;Astorga;001;0476;00000000000000267635
1919;05891315000190;4102208;PR;Atalaia;001;0509;00000000000000346241
1920;20880759000113;4102307;PR;Balsa Nova;001;4741;00000000000000078344
1921;17803953000190;4102406;PR;Bandeirantes;001;0429;00000000000000182427
1922;03776827000180;4102505;PR;Barbosa Ferraz;001;1493;00000000000000160121
1923;21320995000148;4102703;PR;Barra do Jacar�;001;0891;00000000000000283762
1924;20848766000138;4102604;PR;Barrac�o;104;4692;00000000000000000438
1925;28015546000135;4102752;PR;Bela Vista da Caroba;001;0907;00000000000000300454
1926;22268449000178;4102802;PR;Bela Vista do Para�so;001;0664;00000000000000178578
1927;28307174000110;4102901;PR;Bituruna;001;1348;00000000000000179884
1928;12907498000150;4103008;PR;Boa Esperan�a;001;3789;00000000000000087475
1929;19971182000176;4103024;PR;Boa Esperan�a do Igua�u;001;0919;00000000000000440353
1930;17839094000190;4103040;PR;Boa Ventura de S�o Roque;001;0866;00000000000000335231
1931;26271326000147;4103057;PR;Boa Vista da Aparecida;001;4727;00000000000000113786
1932;26092711000127;4103107;PR;Bocai�va do Sul;001;4720;00000000000000143499
1933;27821202000150;4103156;PR;Bom Jesus do Sul;001;1055;0000000000000028727X
1934;17846359000187;4103206;PR;Bom Sucesso;001;8567;00000000000000299839
1935;29121766000106;4103222;PR;Bom Sucesso do Sul;001;8563;00000000000000003336
1936;11571034000152;4103305;PR;Borraz�polis;001;0746;00000000000000138274
1937;12225540000152;4103354;PR;Braganey;001;1797;00000000000000176052
1938;21197175000100;4103404;PR;Cafeara;001;1765;00000000000000220345
1939;17822674000174;4103453;PR;Cafel�ndia;001;3030;00000000000000238414
1940;17503351000118;4103479;PR;Cafezal do Sul;001;0726;00000000000000146129
1941;17869699000123;4103503;PR;Calif�rnia;001;1351;00000000000000147249
1942;19403266000103;4103602;PR;Cambar�;001;0317;00000000000000293199
1943;14559219000130;4103701;PR;Camb�;104;0384;00000000000000001854
1944;21944223000187;4103800;PR;Cambira;001;0856;00000000000000279269
1945;15162772000105;4103909;PR;Campina da Lagoa;104;3326;00000000000000000787
1946;29205594000159;4103958;PR;Campina do Sim�o;001;0299;00000000000001025082
1947;33561315000167;4104006;PR;Campina Grande do Sul;001;3848;00000000000000319279
1948;11793484000190;4104055;PR;Campo Bonito;001;1350;00000000000000235903
1949;22103173000178;4104105;PR;Campo do Tenente;001;2543;00000000000000032311
1950;14333895000190;4104204;PR;Campo Largo;001;0695;00000000000000484652
1951;17951699000178;4104253;PR;Campo Magro;001;4120;00000000000000116017
1952;14030884000131;4104303;PR;Campo Mour�o;001;0406;00000000000000569828
1953;13371895000112;4104402;PR;C�ndido de Abreu;001;1349;00000000000000153036
1954;12329682000160;4104428;PR;Cand�i;001;4095;00000000000000239755
1955;21320717000190;4104501;PR;Capanema;001;0907;00000000000000267988
1956;11590517000102;4104600;PR;Capit�o Le�nidas Marques;001;4727;00000000000000076171
1957;25681825000140;4104659;PR;Carambe�;001;3048;00000000000000363014
1958;18715818000156;4104709;PR;Carl�polis;001;4737;00000000000000087904
1959;17790860000179;4104808;PR;Cascavel;001;4693;00000000000001159305
1960;18216869000133;4104907;PR;Castro;001;0485;0000000000000035368X
1961;16621503000114;4105003;PR;Catanduvas;001;1759;00000000000000146048
1962;12610187000124;4105102;PR;Centen�rio do Sul;001;1765;00000000000000201820
1963;27158763000111;4105201;PR;Cerro Azul;001;4740;0000000000000023737X
1964;19002800000170;4105300;PR;C�u Azul;001;1770;00000000000000128309
1965;11635453000100;4105409;PR;Chopinzinho;001;0842;00000000000000180378
1966;09263826000118;4105508;PR;Cianorte;104;0569;00000000000000064328
1967;23852052000191;4105607;PR;Cidade Ga�cha;001;0786;00000000000000201731
1968;13050022000108;4105706;PR;Clevel�ndia;001;0843;00000000000000218634
1969;18429973000106;4105805;PR;Colombo;001;1780;00000000000000232564
1970;12482802000164;4105904;PR;Colorado;001;0912;00000000000000342831
1971;10281685000145;4106001;PR;Congonhinhas;001;0652;00000000000000149551
1972;12948660000188;4106100;PR;Conselheiro Mairinck;001;0602;00000000000000439649
1973;17915393000166;4106209;PR;Contenda;001;1794;00000000000000138657
1974;14564069000152;4106308;PR;Corb�lia;001;1797;00000000000000213551
1975;12435504000113;4106407;PR;Corn�lio Proc�pio;104;0388;00000000000000004308
1976;15144598000160;4106456;PR;Coronel Domingos Soares;001;0615;00000000000000380628
1977;15245478000159;4106506;PR;Coronel Vivida;104;4593;00000000000000000162
1978;19136813000131;4106555;PR;Corumbata� do Sul;001;1493;00000000000000019970
1979;14241323000181;4106803;PR;Cruz Machado;001;2020;00000000000000203688
1980;13051964000100;4106571;PR;Cruzeiro do Igua�u;001;0919;00000000000000599611
1981;12850853000100;4106605;PR;Cruzeiro do Oeste;104;3352;00000000000000000142
1982;22401716000133;4106704;PR;Cruzeiro do Sul;001;0676;00000000000000299103
1983;12003012000159;4106902;PR;Curitiba;001;3793;00000000000000092207
1984;22282328000180;4107108;PR;Diamante do Norte;001;0620;00000000000000231053
1985;13494247000153;4107124;PR;Diamante do Sul;001;1350;00000000000000164852
1986;19132928000158;4107157;PR;Diamante D'Oeste;001;3632;00000000000000173223
1987;19011251000108;4107207;PR;Dois Vizinhos;001;0919;00000000000000428043
1988;28892233000165;4107256;PR;Douradina;001;0645;00000000000000702382
1989;13944407000119;4107306;PR;Doutor Camargo;001;2379;00000000000000272817
1990;28629778000183;4128633;PR;Doutor Ulysses;001;4740;00000000000000239631
1991;13026435000157;4107405;PR;En�as Marques;001;8563;00000000000000003859
1992;15402991000106;4107504;PR;Engenheiro Beltr�o;001;0789;0000000000000020854X
1993;11754275000137;4107538;PR;Entre Rios do Oeste;001;4029;00000000000000078239
1994;13110524000187;4107520;PR;Esperan�a Nova;001;1354;00000000000000157740
1995;11458324000194;4107546;PR;Espig�o Alto do Igua�u;001;2507;00000000000000210714
1996;10632896000185;4100000;PR;Estado do Paran�;001;3793;0000000000000008297X
1997;22869409000181;4107553;PR;Farol;001;0406;00000000000000759082
1998;13940821000150;4107603;PR;Faxinal;001;2056;00000000000000188506
1999;17077945000104;4107652;PR;Fazenda Rio Grande;001;4314;00000000000000192902
2000;18984025000132;4107702;PR;F�nix;001;1493;00000000000000189669
2001;12060391000119;4107736;PR;Fernandes Pinheiro;001;8276;00000000000000381837
2002;15622041000197;4107751;PR;Figueira;001;0602;00000000000000381950
2003;17299766000111;4107850;PR;Flor da Serra do Sul;001;1391;00000000000000170984
2004;12951243000194;4107801;PR;Flora�;001;0509;00000000000000312002
2005;19078212000110;4107900;PR;Floresta;001;0352;00000000000001047922
2006;11623037000192;4108007;PR;Florest�polis;001;4742;00000000000000115525
2007;18867926000144;4108106;PR;Fl�rida;001;0509;00000000000000319074
2008;14392572000178;4108205;PR;Formosa do Oeste;001;4509;00000000000000089133
2009;12846210000184;4108304;PR;Foz do Igua�u;104;0589;00000000000000002219
2010;21543209000171;4108452;PR;Foz do Jord�o;001;4095;00000000000000257664
2011;13036418000109;4108320;PR;Francisco Alves;001;0796;00000000000000153702
2012;18894037000176;4108403;PR;Francisco Beltr�o;104;0601;00000000000000005602
2013;21090254000118;4108502;PR;General Carneiro;001;2077;00000000000000154512
2014;19376192000163;4108551;PR;Godoy Moreira;001;2631;00000000000000185906
2015;13288819000148;4108601;PR;Goioer�;001;0847;00000000000000327980
2016;25117426000150;4108650;PR;Goioxim;001;0299;00000000000000839558
2017;12712004000181;4108700;PR;Grandes Rios;001;2086;00000000000000219347
2018;11419824000117;4108809;PR;Gua�ra;001;0641;00000000000000259004
2019;21239771000106;4108908;PR;Guaira��;001;0992;00000000000000206652
2020;27145774000167;4108957;PR;Guamiranga;104;0401;00000000000000710465
2021;12395960000187;4109104;PR;Guaporema;001;0975;00000000000000148682
2022;28744188000100;4109203;PR;Guaraci;001;2195;00000000000000221465
2023;11342497000142;4109302;PR;Guarania�u;001;1350;0000000000000015119X
2024;15302270000124;4109401;PR;Guarapuava;104;0389;00000000000000004370
2025;19331606000138;4109609;PR;Guaratuba;001;2100;00000000000000217743
2026;21321151000111;4109658;PR;Hon�rio Serpa;001;2008;00000000000000850004
2027;24093523000198;4109708;PR;Ibaiti;104;0918;00000000000000004235
2028;12951811000157;4109757;PR;Ibema;001;1350;00000000000000158615
2029;04959141000197;4109807;PR;Ibipor�;001;2110;00000000000000281042
2030;13570996000112;4109906;PR;Icara�ma;001;2119;00000000000000132195
2031;18104924000101;4110003;PR;Iguara�u;001;4027;00000000000000149985
2032;19624182000108;4110052;PR;Iguatu;001;1797;00000000000000238988
2033;20709357000150;4110078;PR;Imba�;001;1945;00000000000000059471
2034;17941387000183;4110102;PR;Imbituva;001;2131;00000000000000187968
2035;17990887000105;4110201;PR;In�cio Martins;001;0182;00000000000001088416
2036;30587571000135;4110300;PR;Inaj�;001;0676;00000000000000288101
2037;20971698000108;4110409;PR;Indian�polis;001;0975;00000000000000185116
2038;27663757000111;4110508;PR;Ipiranga;001;2137;00000000000000162302
2039;12288674000112;4110607;PR;Ipor�;001;0796;00000000000000196886
2040;13013918000117;4110656;PR;Iracema do Oeste;104;0957;00000000000000003010
2041;21202950000179;4110706;PR;Irati;001;0182;00000000000000463787
2042;01533300000107;4110805;PR;Iretama;001;4744;00000000000000087688
2043;19082933000101;4110904;PR;Itaguaj�;001;0912;0000000000000026430X
2044;12449785000163;4110953;PR;Itaipul�ndia;001;4079;00000000000000161578
2045;15212174000195;4111001;PR;Itambarac�;001;0429;00000000000000171964
2046;18656352000165;4111100;PR;Itamb�;001;3161;00000000000000102261
2047;13554368000143;4111209;PR;Itapejara d'Oeste;001;2169;00000000000000147702
2048;27634228000190;4111258;PR;Itaperu�u;001;2537;00000000000000315990
2049;28038093000162;4111308;PR;Ita�na do Sul;001;0620;00000000000000024373
2050;18047301000136;4111506;PR;Ivaipor�;001;0633;00000000000000292737
2051;12302937000109;4111555;PR;Ivat�;001;0645;00000000000000551287
2052;14738696000162;4111704;PR;Jaboti;001;0602;00000000000000344672
2053;12919481000112;4111803;PR;Jacarezinho;104;0391;00000000000000003596
2054;16777710000162;4111902;PR;Jaguapit�;001;2195;00000000000000173819
2055;19011447000194;4112009;PR;Jaguaria�va;104;0392;00000000000000001360
2056;17860223000121;4112108;PR;Jandaia do Sul;001;0856;00000000000000262935
2057;23761100000136;4112207;PR;Jani�polis;001;2205;00000000000000118796
2058;12870048000130;4112306;PR;Japira;001;0602;00000000000000329371
2059;13649941000100;4112405;PR;Japur�;001;2207;00000000000000139556
2060;26106909000112;4112504;PR;Jardim Alegre;001;2209;00000000000000166901
2061;27205405000112;4112603;PR;Jardim Olinda;001;0676;00000000000000288047
2062;30640554000114;4112702;PR;Jataizinho;001;2212;00000000000000169420
2063;13064143000109;4112751;PR;Jesu�tas;001;4504;00000000000000080268
2064;21876778000139;4112801;PR;Joaquim T�vora;001;2221;00000000000000217425
2065;31900298000110;4112900;PR;Jundia� do Sul;001;0652;00000000000000603015
2066;11366462000143;4112959;PR;Juranda;001;3786;00000000000000102202
2067;27728995000168;4113007;PR;Jussara;001;0618;00000000000000647667
2068;11389187000183;4113106;PR;Kalor�;001;0746;00000000000000195073
2069;18768099000131;4113205;PR;Lapa;001;0630;0000000000000073005X
2070;24230330000131;4113254;PR;Laranjal;001;1353;00000000000000237736
2071;13481096000107;4113304;PR;Laranjeiras do Sul;001;0734;00000000000000413259
2072;12565217000128;4113403;PR;Le�polis;001;0224;00000000000000465542
2073;28688579000146;4113429;PR;Lidian�polis;001;2209;00000000000000168858
2074;12751836000107;4113452;PR;Lindoeste;001;3508;00000000000000322067
2075;17748936000106;4113502;PR;Loanda;001;0520;00000000000000175374
2076;21266930000161;4113601;PR;Lobato;001;3968;00000000000000134899
2077;12147095000150;4113700;PR;Londrina;104;2731;00000000000000003939
2078;20249493000105;4113734;PR;Luiziana;001;0406;00000000000000608963
2079;12233112000171;4113759;PR;Lunardelli;001;2631;00000000000000189510
2080;21448640000139;4113809;PR;Lupion�polis;001;4151;00000000000000134155
2081;25072129000136;4113908;PR;Mallet;001;2262;00000000000000236497
2082;08890322000165;4114005;PR;Mambor�;001;2263;00000000000000118451
2083;20250302000125;4114104;PR;Mandagua�u;001;0773;00000000000000296759
2084;11739193000113;4114203;PR;Mandaguari;104;0969;00000000000060710057
2085;27922894000123;4114302;PR;Mandirituba;001;2266;0000000000000030476X
2086;17916200000191;4114351;PR;Manfrin�polis;001;8563;00000000000000003891
2087;21023919000170;4114401;PR;Mangueirinha;001;2267;00000000000000238333
2088;17933061000104;4114500;PR;Manoel Ribas;001;2269;00000000000000151246
2089;11900330000150;4114609;PR;Marechal C�ndido Rondon;001;0859;00000000000000451002
2090;17832831000122;4114708;PR;Maria Helena;001;0645;00000000000000502383
2091;17926043000103;4114807;PR;Marialva;104;1267;00000000000000002008
2092;22473457000156;4114906;PR;Maril�ndia do Sul;001;1351;00000000000000161454
2093;22094010000176;4115002;PR;Marilena;001;0620;00000000000000224634
2094;22566428000139;4115101;PR;Mariluz;001;4746;00000000000000109436
2095;14726811000189;4115200;PR;Maring�;001;0352;00000000000001000888
2096;14239523000108;4115309;PR;Mari�polis;001;8275;00000000000000004642
2097;18224488000104;4115358;PR;Marip�;001;4639;00000000000000069426
2098;13040954000170;4115408;PR;Marmeleiro;001;2282;00000000000000183660
2099;28047973000103;4115457;PR;Marquinho;001;0734;00000000000000554359
2100;12522619000145;4115507;PR;Marumbi;001;0856;0000000000000022779X
2101;19790532000106;4115606;PR;Matel�ndia;001;2287;00000000000000217905
2102;11914364000101;4115705;PR;Matinhos;001;3850;00000000000000130605
2103;21329338000161;4115754;PR;Mau� da Serra;001;1351;00000000000000178365
2104;19163182000140;4115804;PR;Medianeira;001;0735;00000000000000416061
2105;21203774000190;4115903;PR;Mirador;001;2396;00000000000000232742
2106;28407117000103;4116000;PR;Miraselva;001;0441;00000000000000274798
2107;13201020000172;4116059;PR;Missal;001;3744;00000000000000150002
2108;11381051000127;4116109;PR;Moreira Sales;001;0580;00000000000000146625
2109;19648029000102;4116208;PR;Morretes;001;2327;00000000000000134341
2110;27938139000137;4116307;PR;Munhoz de Mello;001;4027;00000000000000152862
2111;19056850000130;4116406;PR;Nossa Senhora das Gra�as;001;0912;00000000000000304328
2112;12080151000186;4116505;PR;Nova Alian�a do Iva�;001;2396;0000000000000019140X
2113;11916587000108;4116604;PR;Nova Am�rica da Colina;001;0224;00000000000000428086
2114;12695470000104;4116703;PR;Nova Aurora;001;2347;00000000000000162000
2115;28074419000107;4116802;PR;Nova Cantu;001;2349;00000000000000129348
2116;18142838000185;4116901;PR;Nova Esperan�a;001;0509;00000000000000309761
2117;14757649000166;4116950;PR;Nova Esperan�a do Sudoeste;001;2565;00000000000000276308
2118;13543481000123;4117008;PR;Nova F�tima;001;0652;0000000000000018490X
2119;28423043000107;4117057;PR;Nova Laranjeiras;001;4749;00000000000000080659
2120;13360696000109;4117107;PR;Nova Londrina;104;1982;00000000000000711197
2121;21249363000135;4117206;PR;Nova Ol�mpia;001;0786;00000000000000221171
2122;14829009000114;4117255;PR;Nova Prata do Igua�u;001;4750;00000000000000095095
2123;21187865000189;4117214;PR;Nova Santa B�rbara;001;2573;00000000000000173096
2124;21421415000109;4117222;PR;Nova Santa Rosa;001;4506;00000000000000082406
2125;17828434000187;4117271;PR;Nova Tebas;001;0866;00000000000000340626
2126;21226015000142;4117297;PR;Novo Itacolomi;001;0355;00000000000000762504
2127;10189803000190;4117305;PR;Ortigueira;001;4751;00000000000000108200
2128;19071649000121;4117404;PR;Ourizona;001;0773;00000000000000238465
2129;12986909000140;4117453;PR;Ouro Verde do Oeste;001;0587;00000000000000670901
2130;12547813000185;4117503;PR;Pai�andu;104;3362;00000000000000710136
2131;18260209000150;4117602;PR;Palmas;104;1319;00000000000000001275
2132;08899303000108;4117701;PR;Palmeira;001;0957;00000000000000888885
2133;24194444000173;4117800;PR;Palmital;001;1353;00000000000000217158
2134;11890329000191;4117909;PR;Palotina;001;0959;00000000000000275638
2135;11748067000125;4118006;PR;Para�so do Norte;001;2396;00000000000000149101
2136;28143967000141;4118105;PR;Paranacity;001;0676;00000000000000264148
2137;18754735000176;4118204;PR;Paranagu�;001;0259;00000000000000796514
2138;26393549000187;4118303;PR;Paranapoema;001;0676;00000000000000256803
2139;12903699000189;4118402;PR;Paranava�;104;2957;00000000000000002222
2140;20444746000100;4118451;PR;Pato Bragado;104;0968;00000000000000005277
2141;17894803000130;4118501;PR;Pato Branco;104;2658;00000000000000002219
2142;20193109000108;4118600;PR;Paula Freitas;001;0217;00000000000000444871
2143;27944242000190;4118709;PR;Paulo Frontin;001;2262;00000000000000211613
2144;14826393000100;4118808;PR;Peabiru;001;2421;00000000000000213004
2145;11682594000184;4118857;PR;Perobal;001;0645;00000000000000498904
2146;22868449000109;4118907;PR;P�rola;001;1354;00000000000000164232
2147;00167826000140;4119004;PR;P�rola d'Oeste;001;0907;00000000000000332143
2148;21284364000110;4119103;PR;Pi�n;001;0674;00000000000000643351
2149;11892482000158;4119152;PR;Pinhais;104;3915;00000000000000000983
2150;13366773000138;4119251;PR;Pinhal de S�o Bento;001;1434;00000000000000185760
2151;11904600000109;4119202;PR;Pinhal�o;001;0602;00000000000000317756
2152;08930253000176;4119301;PR;Pinh�o;001;2450;00000000000000149322
2153;16549839000113;4119400;PR;Pira� do Sul;104;3168;00000000000000000576
2154;17916903000110;4119509;PR;Piraquara;001;3263;00000000000000536083
2155;14099357000183;4119608;PR;Pitanga;001;0866;00000000000000309567
2156;28081845000178;4119657;PR;Pitangueiras;001;0476;00000000000000354929
2157;19291161000100;4119707;PR;Planaltina do Paran�;104;0967;00000000000000710692
2158;16695522000195;4119806;PR;Planalto;001;4754;0000000000000009000X
2159;14128882000180;4119905;PR;Ponta Grossa;001;0030;0000000000000086000X
2160;12487598000174;4119954;PR;Pontal do Paran�;001;4134;00000000000000227374
2161;18783473000178;4120002;PR;Porecatu;001;0441;0000000000000024225X
2162;28030438000131;4120101;PR;Porto Amazonas;001;7632;00000000000000002240
2163;19299048000170;4120150;PR;Porto Barreiro;001;0734;00000000000000494518
2164;27287117000154;4120200;PR;Porto Rico;001;0520;0000000000000024502X
2165;20304874000140;4120309;PR;Porto Vit�ria;001;0217;00000000000000444774
2166;10229558000105;4120333;PR;Prado Ferreira;001;2195;00000000000000199435
2167;27358663000139;4120358;PR;Pranchita;001;0805;00000000000000278262
2168;19014328000195;4120408;PR;Presidente Castelo Branco;001;0773;00000000000000279161
2169;19426981000161;4120507;PR;Primeiro de Maio;001;2504;00000000000000128724
2170;13813898000169;4120606;PR;Prudent�polis;001;0972;00000000000000342084
2171;14695873000170;4120655;PR;Quarto Centen�rio;001;0847;00000000000000360627
2172;21020304000190;4120705;PR;Quatigu�;001;2221;00000000000000235474
2173;13234040000140;4120804;PR;Quatro Barras;001;3848;00000000000000236683
2174;19059886000177;4120853;PR;Quatro Pontes;001;3947;00000000000000087718
2175;11332304000172;4120903;PR;Quedas do Igua�u;001;2507;00000000000000208787
2176;18184859000163;4121000;PR;Quer�ncia do Norte;001;2510;00000000000000171352
2177;29999696000193;4121109;PR;Quinta do Sol;001;0789;00000000000000182842
2178;21236549000150;4121208;PR;Quitandinha;001;4755;00000000000001964801
2179;30698822000159;4121257;PR;Ramil�ndia;001;2287;00000000000000248053
2180;28796628000164;4121307;PR;Rancho Alegre;001;0400;00000000000000800546
2181;14261289000107;4121356;PR;Rancho Alegre d'Oeste;001;0847;00000000000000335991
2182;17836152000121;4121406;PR;Realeza;001;2514;0000000000000021020X
2183;11834131000190;4121505;PR;Rebou�as;001;2515;00000000000000182451
2184;12636024000110;4121604;PR;Renascen�a;104;0601;00000000000000004576
2185;16838041000191;4121703;PR;Reserva;001;2523;00000000000000187518
2186;11776691000136;4121752;PR;Reserva do Igua�u;001;8277;00000000000000194492
2187;13709273000151;4121802;PR;Ribeir�o Claro;104;0402;00000000000000002539
2188;21443610000130;4121901;PR;Ribeir�o do Pinhal;001;0652;00000000000000227773
2189;24300168000180;4122008;PR;Rio Azul;001;4787;00000000000000180440
2190;21248344000194;4122107;PR;Rio Bom;001;1351;00000000000000171522
2191;18923132000150;4122156;PR;Rio Bonito do Igua�u;001;4133;00000000000000120812
2192;11409107000104;4122206;PR;Rio Branco do Sul;001;2537;00000000000000329223
2193;15363273000178;4122305;PR;Rio Negro;001;2543;00000000000000287830
2194;20897503000119;4122404;PR;Rol�ndia;001;0349;00000000000000572918
2195;07857566000183;4122503;PR;Roncador;001;2553;00000000000000196029
2196;21471063000104;4122602;PR;Rondon;001;0975;00000000000000222313
2197;22789306000101;4122651;PR;Ros�rio do Iva�;001;2086;00000000000000201952
2198;23034448000121;4122701;PR;Sab�udia;001;0359;00000000000000618802
2199;17831641000190;4122800;PR;Salgado Filho;001;8563;00000000000000003913
2200;28575013000108;4122909;PR;Salto do Itarar�;001;4312;00000000000000167258
2201;12967093000107;4123006;PR;Salto do Lontra;001;2565;00000000000000189421
2202;22437378000190;4123105;PR;Santa Am�lia;001;0047;00000000000000148385
2203;04981552000189;4123204;PR;Santa Cec�lia do Pav�o;001;2573;00000000000000068764
2204;18803990000161;4123303;PR;Santa Cruz do Monte Castelo;001;2575;00000000000000135933
2205;20814894000160;4123402;PR;Santa F�;001;4643;00000000000000104612
2206;29961246000101;4123501;PR;Santa Helena;104;1268;00000000000000001708
2207;28078397000153;4123600;PR;Santa In�s;001;4644;0000000000000012253X
2208;27119030000178;4123709;PR;Santa Isabel do Iva�;001;0978;0000000000000017579X
2209;12872117000144;4123808;PR;Santa Izabel do Oeste;001;2579;00000000000000257990
2210;28043165000160;4123824;PR;Santa L�cia;001;4693;00000000000000441252
2211;23330257000107;4123857;PR;Santa Maria do Oeste;001;4757;00000000000000076317
2212;21347610000136;4123907;PR;Santa Mariana;001;2587;00000000000000121541
2213;26831037000155;4123956;PR;Santa M�nica;001;0978;00000000000000270008
2214;28833075000172;4124020;PR;Santa Tereza do Oeste;001;4774;00000000000000096997
2215;11292535000108;4124053;PR;Santa Terezinha de Itaipu;001;3391;00000000000000206997
2216;32051212000194;4124004;PR;Santana do Itarar�;001;0703;00000000000000269522
2217;12399816000119;4124103;PR;Santo Ant�nio da Platina;001;0426;00000000000000301809
2218;27784143000198;4124301;PR;Santo Ant�nio do Para�so;001;2573;00000000000000187267
2219;31002492000188;4124400;PR;Santo Ant�nio do Sudoeste;001;0805;00000000000000284017
2220;09025331000150;4124509;PR;Santo In�cio;001;4644;00000000000000085510
2221;19063870000138;4124608;PR;S�o Carlos do Iva�;001;2396;00000000000000213187
2222;25078745000102;4124707;PR;S�o Jer�nimo da Serra;001;4784;00000000000000095109
2223;22168704000100;4124806;PR;S�o Jo�o;001;1356;00000000000000277975
2224;11828319000126;4124905;PR;S�o Jo�o do Caiu�;001;0381;00000000000000458406
2225;12337585000119;4125001;PR;S�o Jo�o do Iva�;001;2631;00000000000000154369
2226;18138935000102;4125100;PR;S�o Jo�o do Triunfo;001;2635;00000000000000149462
2227;28546768000184;4125308;PR;S�o Jorge do Iva�;001;2637;00000000000000131814
2228;27901948000174;4125357;PR;S�o Jorge do Patroc�nio;001;8274;00000000000000014583
2229;22143709000189;4125209;PR;S�o Jorge d'Oeste;001;0919;00000000000000006815
2230;20989555000115;4125407;PR;S�o Jos� da Boa Vista;001;0703;00000000000000212156
2231;21033236000102;4125456;PR;S�o Jos� das Palmeiras;001;2577;00000000000000146242
2232;17838203000154;4125506;PR;S�o Jos� dos Pinhais;001;0982;00000000000000723061
2233;18785913000126;4125605;PR;S�o Mateus do Sul;001;0655;00000000000000590002
2234;11416281000184;4125704;PR;S�o Miguel do Igua�u;001;1357;00000000000000272264
2235;21357175000120;4125753;PR;S�o Pedro do Igua�u;001;4110;00000000000000106348
2236;08549675000104;4125803;PR;S�o Pedro do Iva�;001;2842;00000000000000140503
2237;28069004000145;4125902;PR;S�o Pedro do Paran�;001;0520;00000000000000245364
2238;16619887000130;4126009;PR;S�o Sebasti�o da Amoreira;001;2573;00000000000000174033
2239;20985010000130;4126108;PR;S�o Tom�;001;2207;0000000000000016691X
2240;15265400000104;4126207;PR;Sapopema;001;4739;00000000000000108324
2241;73371106000175;4126256;PR;Sarandi;001;1483;00000000000000707635
2242;12069788000171;4126272;PR;Saudade do Igua�u;001;0842;00000000000000183318
2243;13010702000106;4126306;PR;Seng�s;001;2677;00000000000000159328
2244;11859757000151;4126355;PR;Serran�polis do Igua�u;001;0735;00000000000000524670
2245;09437507000181;4126405;PR;Sertaneja;001;3767;00000000000000091626
2246;19097398000154;4126504;PR;Sertan�polis;001;0986;00000000000000171565
2247;31652743000170;4126603;PR;Siqueira Campos;001;4312;00000000000000184829
2248;11543457000169;4126652;PR;Sulina;001;0842;00000000000000311065
2249;26874267000100;4126678;PR;Tamarana;001;4785;00000000000000100021
2250;21021535000119;4126702;PR;Tamboara;001;0381;00000000000000759082
2251;13325926000107;4126801;PR;Tapejara;001;2709;00000000000000215236
2252;21226593000189;4126900;PR;Tapira;001;0786;00000000000000205648
2253;13239196000113;4127007;PR;Teixeira Soares;001;4661;00000000000000075744
2254;31171987000130;4127106;PR;Tel�maco Borba;001;0665;00000000000000558443
2255;18829100000190;4127205;PR;Terra Boa;001;2720;00000000000000161292
2256;12063216000185;4127304;PR;Terra Rica;001;0992;00000000000000185922
2257;12941942000153;4127403;PR;Terra Roxa;001;2721;00000000000000153966
2258;17317225000179;4127502;PR;Tibagi;001;2722;00000000000000146544
2259;27275053000171;4127601;PR;Tijucas do Sul;001;2724;00000000000000179116
2260;12742718000132;4127700;PR;Toledo;001;0587;00000000000000682802
2261;27849359000194;4127809;PR;Tomazina;001;4786;00000000000000082279
2262;13109752000137;4127858;PR;Tr�s Barras do Paran�;001;4788;00000000000000061913
