;;;;;;;
Anexo I - FDCA Fundos Habilitados 2023;;;;;;;
;;;;;;;
N�;CNPJ;IBGE;UF;Munic�pio/Estado;Banco;Ag�ncia;Conta
2803;19092338000149;4320404;RS;Serafina Corr�a;041;0900;00000000000412948000
2804;31728590000105;4320552;RS;Sert�o Santana;104;2283;00000000000006710118
2805;21233446000136;4320578;RS;Sete de Setembro;041;0680;00000000000401629304
2806;21590027000151;4320602;RS;Severiano de Almeida;041;0718;00000000000400523707
2807;26984319000192;4320651;RS;Silveira Martins;041;0908;00000000000400819002
2808;14474999000115;4320677;RS;Sinimbu;041;0909;00000000000401069201
2809;14352060000188;4320701;RS;Sobradinho;041;0910;00000000000410059608
2810;18787862000171;4320800;RS;Soledade;041;0418;00000000000404567504
2811;17965719000160;4320909;RS;Tapejara;041;0427;00000000000406427602
2812;18824865000138;4321006;RS;Tapera;001;0678;00000000000000172359
2813;27919143000158;4321105;RS;Tapes;041;0419;00000000000407590809
2814;19030263000171;4321204;RS;Taquara;001;0416;00000000000000324507
2815;19122987000145;4321303;RS;Taquari;041;0950;00000000000412422602
2816;17615934000130;4321329;RS;Taquaru�u do Sul;041;0630;00000000000407159105
2817;17668613000102;4321402;RS;Tenente Portela;001;0877;0000000000000002404X
2818;19138377000130;4321451;RS;Teut�nia;041;0946;00000000000401086408
2819;12927541000149;4321501;RS;Torres;041;0955;00000000000408946607
2820;28389726000187;4321600;RS;Tramanda�;041;0943;00000000000408330509
2821;18296666000102;4321634;RS;Tr�s Arroios;041;0953;00000000000400471200
2822;21223000000120;4321667;RS;Tr�s Cachoeiras;041;0798;00000000000402987700
2823;18464349000140;4321709;RS;Tr�s Coroas;001;1380;00000000000000281824
2824;19295620000123;4321808;RS;Tr�s de Maio;041;0944;00000000000403425206
2825;22652299000100;4321857;RS;Tr�s Palmeiras;041;1079;00000000000403784005
2826;17839014000104;4321907;RS;Tr�s Passos;041;0945;00000000000406868706
2827;23677165000106;4322004;RS;Triunfo;001;2740;00000000000000186600
2828;23548304000193;4322103;RS;Tucunduva;001;2741;00000000000000111457
2829;21216939000168;4322152;RS;Tunas;041;0116;00000000000402414107
2830;21551230000119;4322202;RS;Tupanciret�;001;0337;00000000000000184926
2831;19436750000139;4322251;RS;Tupandi;041;0743;00000000000402555106
2832;19022063000177;4322301;RS;Tuparendi;041;0428;00000000000411161600
2833;18555743000193;4322327;RS;Turu�u;001;0029;00000000000000372803
2834;19425413000146;4322376;RS;Unistalda;041;0360;00000000000407275306
2835;17726143000188;4322400;RS;Uruguaiana;001;0045;00000000000000030007
2836;17844617000196;4322509;RS;Vacaria;001;0170;00000000000000367516
2837;18061203000153;4322533;RS;Vale do Sol;001;4367;00000000000000083720
2838;18779549000191;4322541;RS;Vale Real;041;1071;00000000000400070605
2839;18691464000157;4322608;RS;Ven�ncio Aires;001;0672;00000000000000949531
2840;17983004000130;4322707;RS;Vera Cruz;041;0959;00000000000411186301
2841;18667473000102;4322806;RS;Veran�polis;001;0604;00000000000000293709
2842;17979325000160;4323002;RS;Viam�o;001;0628;00000000000000440434
2843;13581981000150;4323200;RS;Victor Graeff;041;0457;00000000000400523308
2844;21339293000106;4323309;RS;Vila Flores;041;0513;00000000000405706303
2845;21246626000152;4323358;RS;Vila L�ngaro;041;0427;00000000000406671201
2846;18967582000145;4323507;RS;Vista Alegre;041;0630;00000000000406854306
2847;26415637000132;4323770;RS;Westf�lia;041;0946;00000000000405294206
2848;41699623000181;4323804;RS;Xangri-L�;041;0655;00000000000404153904
2849;17996393000138;4200051;SC;Abdon Batista;001;5433;00000000000000090557
2850;08009893000148;4200101;SC;Abelardo Luz;001;1382;00000000000000219126
2851;26727148000116;4200200;SC;Agrol�ndia;001;3633;00000000000000157295
2852;21309507000100;4200309;SC;Agron�mica;001;5404;00000000000000071447
2853;20155091000141;4200408;SC;�gua Doce;001;0207;00000000000000110809
2854;30141224000184;4200507;SC;�guas de Chapec�;001;4542;0000000000000012656X
2855;30281419000120;4200556;SC;�guas Frias;001;5395;0000000000000009577X
2856;26485014000136;4200606;SC;�guas Mornas;001;5348;0000000000000007389X
2857;26513650000124;4200705;SC;Alfredo Wagner;001;1383;00000000000002000008
2858;26724870000105;4200754;SC;Alto Bela Vista;001;5355;00000000000000071218
2859;18773484000177;4200804;SC;Anchieta;001;1439;00000000000000127183
2860;26424022000172;4200903;SC;Angelina;001;5297;00000000000000071978
2861;19108841000145;4201000;SC;Anita Garibaldi;001;1446;00000000000000203874
2862;26770480000163;4201109;SC;Anit�polis;104;3684;00000000000000710196
2863;33591778000171;4201208;SC;Ant�nio Carlos;104;4439;00000000000000710145
2864;19049255000177;4201257;SC;Api�na;104;2775;00000000000000131662
2865;21245503000105;4201273;SC;Arabut�;001;0410;00000000000000665959
2866;08345489000145;4201307;SC;Araquari;001;1462;00000000000000177911
2867;19085873000172;4201406;SC;Ararangu�;104;0427;00000000000000002594
2868;25022089000118;4201505;SC;Armaz�m;001;4642;00000000000000103608
2869;21253567000140;4201604;SC;Arroio Trinta;104;0796;00000000000000018404
2870;26657553000105;4201653;SC;Arvoredo;001;0875;00000000000000458279
2871;21170439000132;4201703;SC;Ascurra;001;1478;00000000000000180629
2872;25064781000109;4201802;SC;Atalanta;001;5310;00000000000000071242
2873;21212757000119;4201901;SC;Aurora;001;5416;00000000000000078271
2874;20962983000154;4201950;SC;Balne�rio Arroio do Silva;001;0540;0000000000000112188X
2875;21275306000120;4202057;SC;Balne�rio Barra do Sul;104;4728;00000000000000000548
2876;12285121000106;4202008;SC;Balne�rio Cambori�;001;1489;00000000000000465224
2877;16800386000156;4202073;SC;Balne�rio Gaivota;104;2892;00000000000000000804
2878;19445374000149;4212809;SC;Balne�rio Pi�arras;001;3257;00000000000000180122
2879;18904608000106;4220000;SC;Balne�rio Rinc�o;104;1785;00000000000000001792
2880;22061115000129;4202081;SC;Bandeirante;001;0599;0000000000000108609X
2881;20989608000106;4202099;SC;Barra Bonita;001;0599;00000000000000586161
2882;01905501000180;4202107;SC;Barra Velha;104;2816;00000000000000001164
2883;18940172000100;4202131;SC;Bela Vista do Toldo;001;0343;00000000000001072773
2884;25000958000103;4202156;SC;Belmonte;001;0599;00000000000000537268
2885;26256718000137;4202206;SC;Benedito Novo;001;2858;00000000000000139475
2886;20117132000105;4202305;SC;Bigua�u;001;1644;0000000000000031627X
2887;03095705000128;4202404;SC;Blumenau;001;0095;00000000000007920539
2888;24193680000175;4202438;SC;Bocaina do Sul;001;5215;00000000000000245993
2889;41058675000179;4202503;SC;Bom Jardim da Serra;001;5257;00000000000000074136
2890;19239670000193;4202537;SC;Bom Jesus;001;0586;00000000000000493821
2891;46744754000157;4202578;SC;Bom Jesus do Oeste;001;5384;00000000000000096911
2892;13726672000120;4202602;SC;Bom Retiro;001;0901;00000000000000144398
2893;10606493000161;4202453;SC;Bombinhas;001;3272;0000000000000025181X
2894;20949523000196;4202701;SC;Botuver�;001;5345;00000000000000068799
2895;01419028000120;4202800;SC;Bra�o do Norte;001;0738;00000000000000051284
2896;21402111000102;4202859;SC;Bra�o do Trombudo;001;3965;00000000000000099244
2897;23318225000196;4202875;SC;Brun�polis;001;0685;00000000000000364703
2898;18204092000197;4202909;SC;Brusque;104;0412;00000000000000002231
2899;19907514000153;4203006;SC;Ca�ador;001;0375;00000000000000424668
2900;17828135000142;4203105;SC;Caibi;001;1698;00000000000000094625
2901;21199246000104;4203154;SC;Calmon;001;0375;00000000000000604666
2902;18278301000147;4203204;SC;Cambori�;001;1707;00000000000000124486
2903;15511879000103;4203303;SC;Campo Alegre;001;1715;00000000000000139327
2904;23894023000192;4203402;SC;Campo Belo do Sul;001;1716;00000000000000108537
2905;19691982000133;4203501;SC;Campo Er�;001;1718;00000000000000035785
2906;10269609000114;4203600;SC;Campos Novos;001;0685;00000000000000240990
2907;19094031000187;4203709;SC;Canelinha;001;5385;0000000000000006307X
2908;19052864000185;4203808;SC;Canoinhas;001;0343;0000000000000029358X
2909;25256503000153;4203253;SC;Cap�o Alto;001;5215;00000000000000127930
2910;01842192000146;4203907;SC;Capinzal;001;0644;00000000000000385999
2911;21216663000118;4203956;SC;Capivari de Baixo;104;2362;00000000000000000829
2912;14687625000188;4204004;SC;Catanduvas;001;1760;0000000000000015928X
2913;26665707000100;4204103;SC;Caxambu do Sul;001;5302;00000000000000083208
2914;20824712000132;4204152;SC;Celso Ramos;001;5434;00000000000000061719
2915;22157048000140;4204178;SC;Cerro Negro;001;1716;00000000000000106674
2916;22169104000167;4204194;SC;Chapad�o do Lageado;001;1389;00000000000001952773
2917;01357347000159;4204202;SC;Chapec�;001;0321;00000000000000864315
2918;17970144000173;4204251;SC;Cocal do Sul;001;3072;0000000000000014181X
2919;17827393000104;4204301;SC;Conc�rdia;001;0410;00000000000000551384
2920;21287405000122;4204350;SC;Cordilheira Alta;001;5267;00000000000000076643
2921;42223721000100;4204400;SC;Coronel Freitas;001;2006;00000000000000190586
2922;46958077000170;4204459;SC;Coronel Martins;001;2613;00000000000002640901
2923;22160773000178;4204558;SC;Correia Pinto;001;5375;00000000000000082821
2924;18469119000173;4204509;SC;Corup�;001;2011;00000000000000121061
2925;17704824000145;4204608;SC;Crici�ma;001;3226;00000000000000175528
2926;18034424000132;4204707;SC;Cunha Por�;001;1384;00000000000000138959
2927;18814784000157;4204806;SC;Curitibanos;001;0517;00000000000000338230
2928;21151921000125;4204905;SC;Descanso;001;1385;0000000000000015184X
2929;17834081000128;4205001;SC;Dion�sio Cerqueira;104;2896;00000000000000001225
2930;24632780000150;4205100;SC;Dona Emma;001;5417;00000000000000064858
2931;21715705000165;4205159;SC;Doutor Pedrinho;001;5441;00000000000000068586
2932;26204699000103;4205175;SC;Entre Rios;001;5428;00000000000000066303
2933;09234384000181;4205191;SC;Ermo;104;1084;00000000000000710105
2934;23200527000165;4205209;SC;Erval Velho;001;5378;00000000000000066257
2935;04424785000180;4200000;SC;Estado de Santa Catarina;001;3582;00000000000008005001
2936;21052578000161;4205308;SC;Faxinal dos Guedes;001;4602;0000000000000015895X
2937;19111571000121;4205357;SC;Flor do Sert�o;001;0858;00000000000000285625
2938;18798340000175;4205407;SC;Florian�polis;001;3582;00000000000000121002
2939;27380747000179;4205431;SC;Formosa do Sul;001;1393;00000000000000326089
2940;18552526000140;4205456;SC;Forquilhinha;001;3672;00000000000000269190
2941;23214784000156;4205506;SC;Fraiburgo;001;1387;00000000000000239372
2942;23896453000143;4205555;SC;Frei Rog�rio;001;0517;00000000000000512443
2943;21240105000198;4205605;SC;Galv�o;001;5413;00000000000000060518
2944;18716018000150;4205704;SC;Garopaba;104;4721;00000000000000000116
2945;19894705000128;4205803;SC;Garuva;001;4648;0000000000000015850X
2946;19024163000132;4205902;SC;Gaspar;104;1073;00000000000000001970
2947;26537982000149;4206009;SC;Governador Celso Ramos;001;5414;0000000000000057287X
2948;01860914000195;4206108;SC;Gr�o Par�;001;5400;00000000000000063460
2949;21947628000179;4206207;SC;Gravatal;001;2089;00000000000000163341
2950;18158347000122;4206306;SC;Guabiruba;001;5409;00000000000000092134
2951;20962409000104;4206405;SC;Guaraciaba;001;1388;0000000000000015864X
2952;18123264000106;4206504;SC;Guaramirim;001;2095;00000000000000260657
2953;21247683000156;4206603;SC;Guaruj� do Sul;001;5398;00000000000000062936
2954;19152905000105;4206652;SC;Guatamb�;001;3542;00000000000001915290
2955;09217081000150;4206702;SC;Herval d'Oeste;001;2103;00000000000002298147
2956;20314353000173;4206751;SC;Ibiam;001;0737;00000000000000183245
2957;28790709000157;4206801;SC;Ibicar�;001;5358;00000000000000077003
2958;20102247000126;4206900;SC;Ibirama;001;0696;00000000000000239313
2959;21365274000154;4207007;SC;I�ara;104;1785;00000000000000001873
2960;25070972000183;4207106;SC;Ilhota;001;3148;00000000000000159999
2961;18365977000178;4207205;SC;Imaru�;001;5211;00000000000000076864
2962;15800524000134;4207304;SC;Imbituba;001;1408;00000000000001595040
2963;26529359000144;4207403;SC;Imbuia;001;5304;00000000000000072710
2964;15808965000182;4207502;SC;Indaial;001;0928;00000000000001046187
2965;23746630000105;4207577;SC;Iomer�;001;0403;00000000000001078879
2966;21095380000165;4207601;SC;Ipira;001;5335;00000000000000061166
2967;15604247000194;4207650;SC;Ipor� do Oeste;001;3735;00000000000000114863
2968;18937332000162;4207684;SC;Ipua�u;001;1927;0000000000000006226X
2969;21232826000156;4207700;SC;Ipumirim;001;2834;00000000000000173096
2970;17999158000110;4207759;SC;Iraceminha;001;5424;0000000000000006128X
2971;20283923000105;4207809;SC;Irani;001;3756;00000000000000146137
2972;48323597000131;4207858;SC;Irati;001;1393;00000000000000379301
2973;23372644000106;4207908;SC;Irine�polis;001;2143;00000000000000131172
2974;17827375000122;4208005;SC;It�;001;3635;00000000000000162175
2975;08647441000191;4208104;SC;Itai�polis;001;0797;00000000000000173231
2976;15537180000112;4208203;SC;Itaja�;104;0416;00000000000000000320
2977;20973207000150;4208302;SC;Itapema;104;3298;00000000000000001375
2978;18043845000120;4208401;SC;Itapiranga;001;0798;00000000000000323985
2979;01752582000125;4208450;SC;Itapo�;001;5439;00000000000000098337
2980;21249582000114;4208500;SC;Ituporanga;104;1102;00000000000000440700
2981;21069515000118;4208609;SC;Jabor�;001;5286;00000000000000070548
2982;28851329000185;4208708;SC;Jacinto Machado;104;1084;00000000000000710130
2983;01746658000100;4208807;SC;Jaguaruna;001;2202;00000000000000255432
2984;19017911000150;4208906;SC;Jaragu� do Sul;104;2707;00000000000000710243
2985;30887175000123;4208955;SC;Jardin�polis;001;5430;00000000000000075078
2986;05143014000188;4209003;SC;Joa�aba;001;0137;00000000000002654857
2987;08184760000108;4209102;SC;Joinville;001;3155;00000000000003000001
2988;24094118000194;4209151;SC;Jos� Boiteux;001;5437;00000000000000067474
2989;28828817000171;4209177;SC;Jupi�;001;5413;00000000000000074802
2990;26558443000196;4209201;SC;Lacerd�polis;001;5324;0000000000000005805X
2991;18982039000117;4209300;SC;Lages;001;0307;00000000000000554375
2992;21194586000142;4209409;SC;Laguna;104;0421;00000000000000710693
2993;19094203000112;4209458;SC;Lajeado Grande;001;0996;00000000000000331422
2994;28989033000125;4209508;SC;Laurentino;001;5407;00000000000000080888
2995;19059863000162;4209607;SC;Lauro M�ller;104;4453;00000000000000000055
2996;02254255000106;4209706;SC;Lebon R�gis;001;2837;00000000000002754940
2997;26530388000126;4209805;SC;Leoberto Leal;001;5347;00000000000000070475
2998;26738715000130;4209854;SC;Lind�ia do Sul;001;5425;00000000000000070033
2999;19068056000106;4209904;SC;Lontras;001;5406;00000000000000074047
3000;11301670000164;4210001;SC;Luiz Alves;001;5391;00000000000000069175
3001;14119930000173;4210035;SC;Luzerna;001;5450;00000000000000062359
3002;02408670000177;4210050;SC;Macieira;001;5322;00000000000000638080
3003;20726406000163;4210100;SC;Mafra;104;0878;00000000000000001060
3004;26517231000160;4210209;SC;Major Gercino;001;5325;00000000000000068268
3005;26627757000101;4210308;SC;Major Vieira;001;2838;00000000000000129453
3006;18687626000183;4210407;SC;Maracaj�;001;5326;0000000000000009000X
3007;18700283000140;4210506;SC;Maravilha;001;0858;00000000000000298468
3008;29682180000110;4210555;SC;Marema;001;5428;00000000000000068284
3009;22918091000181;4210605;SC;Massaranduba;104;1499;00000000000000000198
3010;26305125000113;4210704;SC;Matos Costa;001;2490;00000000000001066455
3011;17877709000172;4210803;SC;Meleiro;001;2294;0000000000000015136X
3012;21388464000197;4210852;SC;Mirim Doce;001;0809;00000000000001137549
3013;21126052000189;4210902;SC;Modelo;001;5384;00000000000000070785
3014;17808472000178;4211009;SC;Monda�;001;0948;00000000000000164887
3015;30432699000120;4211058;SC;Monte Carlo;001;1982;00000000000000069701
3016;23273864000182;4211108;SC;Monte Castelo;001;2323;00000000000000140317
3017;24382692000148;4211207;SC;Morro da Fuma�a;001;2329;00000000000000171808
3018;23884559000127;4211256;SC;Morro Grande;001;2294;00000000000000197424
3019;16458631000199;4211306;SC;Navegantes;104;1879;00000000000000002323
3020;25682539000107;4211405;SC;Nova Erechim;001;5395;0000000000000008946X
3021;26717920000119;4211454;SC;Nova Itaberaba;001;1983;00000000000000061603
3022;22435948000102;4211504;SC;Nova Trento;001;2356;0000000000000020806X
3023;20351035000182;4211603;SC;Nova Veneza;001;2357;00000000000000210641
3024;28930762000106;4211652;SC;Novo Horizonte;001;0777;00000000000000227463
3025;21244734000196;4211751;SC;Otac�lio Costa;001;4019;00000000000000145009
3026;01276383000198;4211801;SC;Ouro;001;0644;0000000000000057547X
3027;21383668000135;4211850;SC;Ouro Verde;001;1382;00000000000000935735
3028;26694605000113;4211876;SC;Paial;001;3635;00000000000000170941
3029;23726056000123;4211892;SC;Painel;001;5215;00000000000000121177
3030;18246064000132;4211900;SC;Palho�a;104;1784;00000000000000003269
3031;22701477000137;4212007;SC;Palma Sola;001;1391;00000000000000151742
3032;32965182000121;4212056;SC;Palmeira;001;4019;00000000000000013668
3033;21533130000160;4212106;SC;Palmitos;001;0736;00000000000000182656
3034;21044644000151;4212205;SC;Papanduva;001;2389;00000000000000202207
3035;24068340000112;4212239;SC;Para�so;001;5991;00000000000000576867
3036;27486483000132;4212254;SC;Passo de Torres;001;0778;00000000000000294896
3037;23532269000114;4212270;SC;Passos Maia;001;1986;00000000000000051322
3038;19305645000160;4212304;SC;Paulo Lopes;001;5314;00000000000000069116
3039;27455297000136;4212403;SC;Pedras Grandes;001;5333;00000000000000070645
3040;21314506000145;4212502;SC;Penha;001;5411;00000000000000081507
3041;24919874000105;4212601;SC;Peritiba;001;5355;00000000000000063258
3042;21595745000110;4212650;SC;Pescaria Brava;001;0345;00000000000000299677
3043;25309155000135;4212700;SC;Petrol�ndia;001;5305;00000000000000002925
3044;19063373000130;4212908;SC;Pinhalzinho;001;1392;00000000000000287075
3045;19109267000140;4213005;SC;Pinheiro Preto;001;5327;00000000000000060011
3046;26710995000178;4213104;SC;Piratuba;001;3636;00000000000000198250
3047;24530745000120;4213153;SC;Planalto Alegre;001;5302;00000000000000080837
3048;17671483000159;4213203;SC;Pomerode;001;2474;00000000000000215872
3049;26172418000170;4213302;SC;Ponte Alta;001;2478;00000000000000128635
3050;21276549000183;4213351;SC;Ponte Alta do Norte;001;0517;00000000000000487716
3051;20901840000132;4213401;SC;Ponte Serrada;001;2479;00000000000000135798
3052;10721807000177;4213500;SC;Porto Belo;001;3272;00000000000000957909
3053;00185029000195;4213609;SC;Porto Uni�o;001;2490;00000000000000223298
3054;21236895000138;4213708;SC;Pouso Redondo;104;4440;00000000000000710060
3055;00584075000167;4213807;SC;Praia Grande;001;4631;00000000000000113956
3056;27203159000160;4213906;SC;Presidente Castelo Branco;001;5350;00000000000000059781
3057;26691373000140;4214003;SC;Presidente Get�lio;001;2501;00000000000000394505
3058;22086758000127;4214102;SC;Presidente Nereu;001;5351;0000000000000009000X
3059;19001609000103;4214151;SC;Princesa;001;0776;00000000000000255556
3060;17869455000140;4214201;SC;Quilombo;001;1393;00000000000000279749
3061;26629671000100;4214300;SC;Rancho Queimado;001;5359;00000000000000063835
3062;25154479000141;4214409;SC;Rio das Antas;001;5219;00000000000000065633
3063;19720860000128;4214508;SC;Rio do Campo;104;2815;00000000000000710062
3064;11699491000127;4214607;SC;Rio do Oeste;001;2545;00000000000000098264
3065;18509797000112;4214805;SC;Rio do Sul;001;0276;00000000000000990000
3066;21033166000184;4214706;SC;Rio dos Cedros;001;3316;00000000000000146153
3067;18594049000185;4214904;SC;Rio Fortuna;001;5301;00000000000000058033
3068;18501440000198;4215000;SC;Rio Negrinho;001;1394;00000000000000784699
3069;19726332000186;4215059;SC;Rio Rufino;001;2754;00000000000000112798
3070;16801042000161;4215075;SC;Riqueza;001;3964;00000000000000085308
3071;21214081000100;4215109;SC;Rodeio;001;2549;00000000000000260002
3072;37364972000175;4215208;SC;Romel�ndia;001;5328;00000000000000080381
3073;21240115000123;4215307;SC;Salete;001;2561;00000000000000139629
3074;26820892000160;4215356;SC;Saltinho;001;1718;00000000000000151343
3075;21440279000102;4215406;SC;Salto Veloso;001;5313;00000000000000074918
3076;18009786000173;4215505;SC;Santa Cec�lia;001;2572;00000000000000209023
3077;26141904000120;4215554;SC;Santa Helena;001;5435;00000000000000076082
3078;20908361000148;4215604;SC;Santa Rosa de Lima;001;5343;00000000000000059846
3079;18792924000133;4215653;SC;Santa Rosa do Sul;001;5431;00000000000000082910
3080;30747303000133;4215679;SC;Santa Terezinha;001;3774;00000000000000161055
3081;29953041000184;4215687;SC;Santa Terezinha do Progresso;001;0858;00000000000000363650
3082;24556669000122;4215703;SC;Santo Amaro da Imperatriz;104;3684;00000000000000710153
3083;18560860000145;4215802;SC;S�o Bento do Sul;104;0628;00000000000000001981
3084;26660224000113;4215752;SC;S�o Bernardino;001;1718;00000000000001268120
3085;27076816000155;4215901;SC;S�o Bonif�cio;001;5352;0000000000000006033X
3086;19104499000105;4216008;SC;S�o Carlos;001;1395;00000000000000174173
3087;26946917000177;4216057;SC;S�o Crist�v�o do Sul;001;1989;00000000000000057541
3088;18721578000100;4216107;SC;S�o Domingos;001;2613;00000000000000216399
3089;02290907000168;4216206;SC;S�o Francisco do Sul;104;0424;00000000000000000382
3090;23820183000197;4216305;SC;S�o Jo�o Batista;104;3533;00000000000000001240
3091;23465527000197;4216354;SC;S�o Jo�o do Itaperi�;001;1498;0000000000000021860X
3092;18188553000185;4216255;SC;S�o Jo�o do Oeste;001;1929;00000000000006051340
3093;23156558000166;4216404;SC;S�o Jo�o do Sul;001;5369;00000000000000078425
3094;23329190000190;4216503;SC;S�o Joaquim;001;0656;00000000000000280178
3095;19072968000151;4216602;SC;S�o Jos�;001;2638;0000000000000049867X
3096;20590341000171;4216701;SC;S�o Jos� do Cedro;001;0776;00000000000000176869
3097;19279605000191;4216800;SC;S�o Jos� do Cerrito;001;5284;00000000000000067210
3098;21454264000195;4216909;SC;S�o Louren�o do Oeste;104;1884;00000000000000002967
3099;24542693000102;4217006;SC;S�o Ludgero;104;3850;00000000000000000174
3100;25988810000129;4217105;SC;S�o Martinho;001;5342;00000000000000067962
3101;18204592000129;4217154;SC;S�o Miguel da Boa Vista;001;0858;00000000000000352144
3102;17830075000100;4217204;SC;S�o Miguel do Oeste;001;0599;00000000000000454044
3103;22579796000111;4217253;SC;S�o Pedro de Alc�ntara;001;1992;0000000000000005769X
3104;20815268000199;4217303;SC;Saudades;001;5279;00000000000000066281
3105;18797875000121;4217402;SC;Schroeder;001;5410;00000000000000089877
3106;21203430000180;4217501;SC;Seara;104;1881;00000000000000002324
3107;25696069000122;4217600;SC;Sider�polis;001;2688;00000000000000650013
3108;10618873000116;4217709;SC;Sombrio;104;2892;00000000000000000456
3109;22664454000108;4217758;SC;Sul Brasil;001;5384;00000000000000072826
3110;26389826000188;4217808;SC;Tai�;001;0809;00000000000000220884
3111;20615083000130;4217907;SC;Tangar�;001;0737;00000000000000181102
3112;23234603000153;4217956;SC;Tigrinhos;001;0858;00000000000000324027
3113;20506370000102;4218004;SC;Tijucas;001;2723;00000000000000016004
3114;09206617000132;4218103;SC;Timb� do Sul;001;5300;00000000000000069191
3115;19095613000188;4218202;SC;Timb�;001;0629;00000000000009990038
3116;30153739000102;4218251;SC;Timb� Grande;001;5447;00000000000000099058
3117;23397006000140;4218301;SC;Tr�s Barras;001;5278;00000000000000069744
3118;26690989000104;4218350;SC;Treviso;001;2688;00000000000000157759
3119;47025562000153;4218400;SC;Treze de Maio;001;2736;00000000000000112321
3120;16703073000180;4218509;SC;Treze T�lias;001;4632;0000000000000009823X
3121;21122013000103;4218608;SC;Trombudo Central;001;3694;00000000000000123072
3122;19008079000125;4218707;SC;Tubar�o;001;0201;00000000000000530360
3123;18105659000178;4218756;SC;Tun�polis;001;5435;00000000000000063843
3124;26205173000130;4218806;SC;Turvo;104;1084;00000000000000710156
3125;29157886000163;4218855;SC;Uni�o do Oeste;001;5430;00000000000000074756
3126;14500387000150;4218905;SC;Urubici;001;2754;00000000000000112992
3127;23678459000144;4218954;SC;Urupema;001;5440;00000000000000064122
3128;21264984000198;4219002;SC;Urussanga;001;0880;0000000000000023785X
3129;24835104000184;4219101;SC;Varge�o;001;3757;00000000000000127892
3130;18946176000104;4219150;SC;Vargem;001;0685;00000000000000383457
3131;21288695000129;4219176;SC;Vargem Bonita;001;1760;00000000000000163597
3132;19098312000108;4219200;SC;Vidal Ramos;001;2775;00000000000000120685
3133;03333619000106;4219309;SC;Videira;001;0403;0000000000000006355X
3134;19042909000130;4219358;SC;Vitor Meireles;001;5438;00000000000000077992
3135;20985035000134;4219408;SC;Witmarsum;001;5357;00000000000000067474
3136;18036436000104;4219507;SC;Xanxer�;001;0586;00000000000000385689
3137;18896919000170;4219606;SC;Xavantina;001;4601;00000000000000017272
3138;22637167000109;4219705;SC;Xaxim;001;0996;00000000000000284343
3139;26649042000141;4219853;SC;Zort�a;001;0644;0000000000000042613X
3140;17819159000135;2800308;SE;Aracaju;001;3611;0000000000000006713X
3141;23293273000177;2800407;SE;Arau�;001;1466;00000000000000118613
3142;34243446000169;2800506;SE;Areia Branca;001;0278;00000000000000503339
3143;19068735000185;2800670;SE;Boquim;047;0003;00000000000003002705
3144;19622409000178;2801207;SE;Canind� de S�o Francisco;047;0060;00000000000223001353
3145;44065232000101;2801306;SE;Capela;104;4875;00000000000000710286
3146;23598762000137;2801405;SE;Carira;047;0017;00000000000223001826
3147;42984094000120;2802007;SE;Divina Pastora;001;3611;00000000000000070505
3148;09354504000184;2800000;SE;Estado de Sergipe;001;3611;00000000000000057924
3149;18991898000172;2802106;SE;Est�ncia;001;3611;00000000000000070491
3150;48206947000180;2802205;SE;Feira Nova;047;0012;00000000000223004387
3151;31055642000111;2802403;SE;Gararu;047;0007;00000000000223002307
3152;34152847000103;2802601;SE;Gracho Cardoso;047;0005;00000000000003002604
3153;28265648000109;2802908;SE;Itabaiana;001;0278;00000000000000361046
3154;19765045000185;2803005;SE;Itabaianinha;047;0031;00000000000003002380
3155;31441401000100;2803906;SE;Malhador;047;0049;00000000000003001298
3156;05506305000193;2804003;SE;Maruim;104;2215;00000000000000000020
3157;21533859000136;2804201;SE;Monte Alegre de Sergipe;001;0612;00000000000001090437
3158;32343433000136;2804409;SE;Ne�polis;001;2337;00000000000000209244
3159;35850225000111;2804805;SE;Nossa Senhora do Socorro;001;2346;00000000000000550329
3160;44225168000170;2804904;SE;Pacatuba;001;2337;00000000000000240168
3161;18869003000121;2805604;SE;Porto da Folha;001;0822;00000000000000167681
3162;16835876000198;2805703;SE;Propri�;047;0052;00000000000003004629
3163;43004289000120;2805802;SE;Riach�o do Dantas;001;2525;00000000000000181803
3164;44078852000177;2806008;SE;Ribeir�polis;047;0037;00000000000003001464
3165;05200053000170;2806107;SE;Ros�rio do Catete;047;0053;00000000000223001083
3166;21315988000158;2806305;SE;Santa Luzia do Itanhy;001;0149;00000000000000342793
3167;17047171000179;2806701;SE;S�o Crist�v�o;104;2998;00000000000000001114
3168;02901861000176;2807105;SE;Sim�o Dias;001;2691;0000000000000005254X
3169;34984616000166;2807402;SE;Tobias Barreto;047;0024;00000000000003002108
3170;35611173000120;2807600;SE;Umba�ba;001;2750;00000000000000187518
3171;21227032000102;3500105;SP;Adamantina;001;0470;00000000000000284416
3172;17177917000169;3500204;SP;Adolfo;001;0937;00000000000002302136
3173;23129346000190;3500303;SP;Agua�;001;0275;00000000000000188239
3174;18740328000100;3500402;SP;�guas da Prata;001;6955;00000000000000064068
3175;17776285000150;3500501;SP;�guas de Lind�ia;001;0382;0000000000000106343X
3176;18594430000144;3500550;SP;�guas de Santa B�rbara;001;6752;0000000000000011202X
3177;29777790000106;3500600;SP;�guas de S�o Pedro;001;4484;00000000000000085227
